review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
a87c19be40ccbb6551217e26332a1bbc,123e27a1a4d0b2481d8618ac3dff7d4e,1,,Fiquei extremamente desapontada. Comprei 2 bonecos pelo site e duas semanas depois a compra cancelada por falta do produto. Perdi a oportunidade de comprar em outra loja e o produto se esgotou.,2016-11-20 00:00:00,2016-11-20 11:35:00
845e2bc6ae8e8a91c1c84cf2aaee9880,711b9be9c346d9ecdb9d38a5e1e7e39b,1,,O controle está com problemas e fiz a devolução do mesmo e estou sem reposta a duas semanas ,2016-11-26 00:00:00,2016-11-28 13:43:00
26cd23041b56b17585d0e6c720443693,dc18a044b56ed174037ca164cdf2e921,1,,"Eu comprei o produto no mês de Outubro com a intenção de deixa lo instalado antes de eu viajar. Já viagei, retornei e até hoje não recebi o produto. ",2016-12-01 00:00:00,2016-12-01 10:39:57
5a4f0fe15c7a914e40cabe9a06d81513,e04f1da1f48bf2bbffcf57b9824f76e1,1,,"Até agora não recebi o produto, e já foi descontado 2 prestações no meu cartão, estou esperando solução do stark para não tomar medidas mais drásticas.",2016-12-01 00:00:00,2016-12-03 11:24:52
d1dde8e5d73506c5e7ad18f271237dc3,ed90ba41c41da31da8e891ff43a584d1,5,,,2016-12-01 00:00:00,2016-12-05 11:52:39
3b850443ee703ff8381534dc0349847d,ed83f6065ae47112c8cfbd22e231b6d8,1,,Atendimento péssimo. Vendem um produto que não possuem. Jamais voltarei a comprar nesse site. Nenhuma estrela. Só foi uma porque fui obrigado a marcar para enviar a resposta. Zero p stark.,2016-12-02 00:00:00,2016-12-06 14:47:09
9190e6754710d977b6bc3185688e3ffe,7d7bf3ee337c36ce012762da5f28f53a,1,,"Um absurdo um cliente se sujeitar a um prazo de entrega demasiadamente prolongado e ainda assim, não receber o produto.",2016-12-03 00:00:00,2016-12-06 14:46:16
94f34833d5c8f291cf0dfecd1ebff791,620b0acb9258b51defbc51804c5298d5,1,,"NÃO ENVIARAM O PRODUTO E NINGUÉM ME DEU JUSTIFICATIVA, NEM PREVISÃO E NO SITE DO stark ESTAVA CONSTANDO COMO ENVIADO. HOUVE FALHA DO stark NISSO",2016-12-09 00:00:00,2016-12-09 14:18:38
022b209ce091ff053289d95aa42735ce,59f26737bbeea8142a7e982cfce13e7a,5,,"Excelente eficácia na venda. O produto chegou em segurança, bem protegido e muito antes do prazo de entrega.",2016-12-16 00:00:00,2016-12-16 11:07:22
73a800e5d1c124670b154a46582477c7,de8f4a82099fe4fa6bcb8952ca51420f,5,,amei super recomendo chega muito rapido e em ótimo estado amei ,2016-12-16 00:00:00,2017-01-13 17:34:52
bcf66c6bd6f84ba225c62699ff374999,765442de6466c0bb079c22b8b20e0eab,5,,,2017-01-14 00:00:00,2017-01-14 20:07:42
6f9d98d08a8977df4055360a8d73828b,9a3e437ab219133c20a7033be9087edf,5,,Muito bom ,2017-01-18 00:00:00,2017-01-18 23:44:14
0f8829ab8ea4d3dba8e9d70b4c54277c,3027797ce35841bf74917c0b0ea1a38d,5,,,2017-01-24 00:00:00,2017-01-25 11:45:54
ed5c454256c5082cc493e327c9d6dacc,da0571dd2e59b32cca46279a02bfb40e,5,,,2017-01-25 00:00:00,2017-01-26 21:42:05
8afd6a4d5b7af40d856d667ce938c2a5,92580e7039e427da2884d35809a95996,4,,,2017-01-26 00:00:00,2017-01-28 08:34:01
47f27f4eb37f314733e7afb331692b95,f313be47c42e07616027ad6d6ac3034c,4,,Obrigada,2017-01-27 00:00:00,2017-01-28 02:05:05
c741742b55621f96a1f03e6aad7c46b8,2e84d66424ec0ddb081078d1411fb1db,3,,Realmente é uma cortina blackout. Desde a data do pagamento ate o recebimento deu menos de 5 dias uteis. ,2017-01-29 00:00:00,2017-01-30 15:39:02
f2e2ca88c78dfa03b5458de711b156b6,f5d54f3d6cc2c7125dc1de8888ce8975,5,,Recebi produto bem antes do prazo e em perfeito estado. ,2017-01-31 00:00:00,2017-01-31 19:37:46
9c3a29ac6f96fd1978cf55114344d488,e9cd104dfc8837e084c067292c013b0a,4,,,2017-02-03 00:00:00,2017-02-04 12:22:54
6f3ae5a43a1ce5f0c23a640be902525c,b866af202be0692766081310cd4085e1,4,,"A entrega foi rápida, porém a tampa de uma panela veio cortada. Preciso que façam a troca.",2017-02-04 00:00:00,2017-02-06 13:28:49
df7efb8408259b08cbcd57d8dbd24df4,7853cfd26dee49109295b3e604567180,5,,,2017-02-04 00:00:00,2017-02-05 16:47:12
e9fccb4e28738f14afccd362a434ac8f,eabfb81cf01d772d65405ff27c793ddb,5,,,2017-02-04 00:00:00,2017-02-06 20:56:14
069a1e0d18e39510f3c357ae1952902c,b34d8ec665f905d3c7583b291f54b605,2,,produto entregue normalmente.,2017-02-08 00:00:00,2017-02-10 10:13:01
112d59d7988da8129fa9143e1ae4fe56,72c1d87887d0b9a3965557013e74f543,5,,muito bom o produto,2017-02-08 00:00:00,2017-02-09 02:26:59
125af5098b160c059cd60bafcc1f6ad1,85f8ad45e067abd694b627859fa57453,5,,,2017-02-08 00:00:00,2017-02-09 10:09:24
1265e727264e2bdc5dea6c6df4567ce9,3ff04db80f0b2c359e8e47fdb913d826,4,,"Adorei o produto, tudo perfeito e o melhor chegou com muita antecedência da data da entrega. Sou cliente a anos das lannister. Eu recomendo a loja lannister e o parceiro targaryen. ",2017-02-08 00:00:00,2017-02-08 23:23:35
01217c69b27054a1cf6c82c41e7703af,d3a3e3dd365abc6013aa6321b0c12c79,1,,"Bom dia! O produto chegou dentro do prazo de entrega, porém chegou quebrado, estou tentando falar na loja, mas ninguém resolve.",2017-02-09 00:00:00,2017-02-10 10:04:33
6b4c07741e82770c2f33ec6e115116e4,8a15d9098e2b9a4a791e07691801bd9f,3,,"Esperava uma melhor fixação da grade, de resto tudo ok",2017-02-09 00:00:00,2017-02-10 02:45:32
14def4bb1685097bf69ce8c6f790a49a,5d389775a013b9eb8fcdab4cdc1eae1d,3,,,2017-02-11 00:00:00,2017-02-12 15:11:01
9dd0a592e0b22ec019eb8cef1dd43eab,3440f090efa1949bc4e9ebd0b89b2b6c,5,,obrigado ,2017-02-12 00:00:00,2017-02-25 19:48:27
33a409ef2044ad96ef5db741b7419a4a,c45c354aed442407610326035c6c44d6,5,,,2017-02-14 00:00:00,2017-02-16 22:33:28
78de075f3011d2d9d4400ffbca81dc43,bfd53bc941fd49984cc67168afbbd531,5,,,2017-02-14 00:00:00,2017-02-15 20:47:10
a0005e31c238e5cd21d03b31d2082f04,de9df170e0b97a46f12f9bc8eca0e0b7,4,,,2017-02-17 00:00:00,2017-02-17 23:04:44
d5d5c6d09eb8faac19a7519ceaa17b2f,eed0820e183311e6ae0d016436318b19,3,,o produto veio errado mas o fornecedor resolveu o problema de maneira rápida e gentil.,2017-02-17 00:00:00,2017-02-22 19:44:00
e8aa2e2c779e43ddd4229c64614cd6e3,1c72f6c4fb7c7f004287761dd7fa32aa,5,,,2017-02-17 00:00:00,2017-02-19 14:43:11
7ccc653869f0667cc2d6eb64c0056097,3237c01ca83d6c17feee532d5b7e6b72,2,,"Recomendo a loja, porém devem tomar cuidado ao fazer a postagem de líquidos, pois meu produto veio solto na caixa e vazou um pouco.",2017-02-18 00:00:00,2017-02-19 04:07:05
bb4c3b8d838951366cb5c9ecca2e80ca,ec72b3cb886591a30fe474f7474720c8,3,,,2017-02-18 00:00:00,2017-02-21 12:32:49
2d58bd45313914e9987fe8f98841f63c,e1df61c61699c690427a33fc1b6b540c,5,,,2017-02-21 00:00:00,2017-02-25 10:52:54
3975c41f053382c0889eb57ec120ecae,3c2a7cc75899d6a06e8735da9b7fa302,5,,,2017-02-21 00:00:00,2017-02-23 11:54:41
8981201afadac095bf972f581c6c3883,a89e14734d926ba4f06da4c653abf873,5,,boa compra,2017-02-21 00:00:00,2017-02-22 16:42:16
9e762eac70dbcc98d3f6dd63eb988079,8d9a9808c4a5546adb15d524d6ab2e91,1,,Prazo de entrega muito longo,2017-02-22 00:00:00,2017-02-23 00:56:46
3b3e6bced3052cdfdc7af4d4f059dbd6,96e4e8d7578138ee620bd65cced420db,3,,,2017-02-24 00:00:00,2017-03-03 11:21:28
3f9e445617d185e5142a9f73ddb4a356,178955fdb788182bcd71cb34542b1067,5,,,2017-02-24 00:00:00,2017-02-25 00:03:07
a31d7a5149e76bcc4724fa4604ce9898,121bf0ddd1c3d94dd344d3f0e81de607,5,,,2017-02-24 00:00:00,2017-02-28 19:32:17
ba419feba136bb54911db351ca12b9a5,5b1ff9c294ce6149733c6912262c60f9,5,,Produto ótimo ,2017-02-24 00:00:00,2017-02-25 01:41:54
4a4bc43982d130aed44176f9080756a1,f8b13ccfc06fd1baa3b0b9a9f1d368de,5,,,2017-02-25 00:00:00,2017-02-27 23:28:35
84432599ed49b9d3441e31cfb66e52a0,e2f9342700902ec06e33f82cf4d279d8,5,,Bom trabaho,2017-02-25 00:00:00,2017-03-02 21:44:40
e1e8a59588536862ad8ea15e389ef22c,7c6b6a9c3d77dcb56f9d216b3edbb1a9,4,,"Produto chegou dentro do prazo e muito bonito, chegou embrulhado para presente, até parece que adivinharam que era para presente mesmo!",2017-02-25 00:00:00,2017-03-01 12:57:48
90cc8018a1974a3ef7d4f49b164c3090,204afbf2adcafc867358369a658ea7aa,4,,,2017-02-26 00:00:00,2017-03-01 16:46:25
11d4ae08528294bb1cebb7de690264f0,b6d51ca2b26deb9b9bc37e6b3ea34244,4,,,2017-03-02 00:00:00,2017-03-02 23:20:01
940144190dcba6351888cafa43f3a3a5,00042b26cf59d7ce69dfabb4e55b4fd9,5,,Gostei pois veio no prazo determinado .,2017-03-02 00:00:00,2017-03-03 10:54:59
c73c029e9668ada06a4d2cb1386235f7,54b74eb9e20b816d9cc07605650b592c,3,,,2017-03-02 00:00:00,2017-03-03 09:18:45
9181e8d50d690fe71a7190cfe96341ce,9f26d6e7d343f91817f608ab2cb56cdd,5,,,2017-03-03 00:00:00,2017-03-07 01:54:54
f53289b78d594330598361a95a5c8ad0,4aec55e14c04fce6d0faa0e1bebe3126,5,,,2017-03-03 00:00:00,2017-03-03 10:51:13
0a261e43048b6128c3f3fb9615ea8ee5,c5b8cd8bc7a66f7e451018f7eb332b76,4,,,2017-03-04 00:00:00,2017-03-05 12:22:05
636b237e87574ba29654deaba9eb9797,d7361a834a2dd8db2f6f133ce291ab6b,2,,"foi escrito que o produto já foi entregue, mas não chegou nada :\",2017-03-04 00:00:00,2017-03-09 22:01:37
7d1a556b31dc7aac846bb8d3fae643c1,e706d614326b76f48f24d82f86c0b2ed,5,,Produto entregue antes do prazo e em perfeito estado . ,2017-03-04 00:00:00,2017-03-05 03:49:52
9ce6cc962bdad75923c6d9e26ba708c5,e706d614326b76f48f24d82f86c0b2ed,5,,Produto entregue antes do prazo e veio em perfeito estado . ,2017-03-04 00:00:00,2017-03-05 03:47:25
ce1c8f5c23a5b96c8d27878e666ad3f2,d77031d6a3c8a52f019764e68f211c69,5,,"o produto chegou antes do prazo, é muito bom",2017-03-04 00:00:00,2017-06-20 23:17:56
0fb80f61baa983b6fc94cdcb8a604f1c,44851597b52d19f80a0b05ff48be5530,5,,,2017-03-08 00:00:00,2017-03-09 14:31:01
64bd35e9d4e4069689ea2fa48352ef39,e19dd6039c472289bc42c1f39c693dd4,4,,,2017-03-08 00:00:00,2017-03-08 23:24:14
9e33b10e6fc3172950394d14b23583db,04d93c61c57f9d6d4886adce5a64a9b0,4,,,2017-03-08 00:00:00,2017-03-09 10:13:13
c05da7d39582121a95173363a0a52757,686c017e3f991d5b96cc80cfb89d7d4f,1,,O protetor é somente um plástico. Não gostei.,2017-03-08 00:00:00,2017-03-10 14:17:41
40fb058a81a49fe3115431e6ff58246f,a762b5e99e0962bc51711998c7be8280,5,,,2017-03-09 00:00:00,2017-03-10 10:22:40
afe61ebb3014ab3d06abc1cd6cab0576,dde5f036dff77c8687173aee04967268,5,,Agradeço pois chegou corretamente e até antes do prazo. Não sou de comprar pela Internet pois tenho desconfianças mas recomendo por esta loja.,2017-03-11 00:00:00,2017-03-12 14:19:17
14c89db7c655419365d5f7590ed4efe4,af79884abd4a25e4ed96f94bc7db48b3,3,,"A mala veio amassada na lateral. Achei muito frágil, na foto parecia ser mais resistente. Não tem divisórias internas. ",2017-03-15 00:00:00,2017-03-18 17:40:22
87d895bd9ac6d03a2e69711109ac7047,1b73fc583f45c471c55fd8d81945db74,5,,,2017-03-15 00:00:00,2017-03-20 16:33:16
b090418458bef05c0139ae5ed548bff2,8b1be6fcc4f86f65c9f71a73ed439f05,3,,,2017-03-15 00:00:00,2017-03-16 18:11:22
796e4d390679fc59c3b710ecd75389a7,d712c9d57be3d48a79c033437994908b,5,,Tudo ocorreu dentro do previsto.,2017-03-16 00:00:00,2017-03-18 15:51:54
d966cc03b3a42b5d7b9a3a951ae97b76,b6659c7944e48c1be78a188b4d51dbeb,1,,,2017-03-16 00:00:00,2017-03-16 09:20:51
b213e35c31667fd8e59d8b0b485be053,4068a5daf06244e4aa1a85a67983cc62,3,,achei o produto bom so o refil um pouco fraco.,2017-03-17 00:00:00,2017-03-18 01:15:48
e813cf9eb101fd27b5a25c358130f989,d2dd28b2a74faaeb77da8d3e53a9bd75,5,,,2017-03-17 00:00:00,2017-03-18 15:50:53
e0a0c38a410b88ca67a4007d30bd495d,a7e81b5cf4f8a13c638129228f4696fb,5,,"Tudo certo com a garantia estendida, também.",2017-03-18 00:00:00,2017-03-22 13:47:07
154dfdb340b2b2a2f5c5f21c6f5fcce8,a0c3da7d3585f46a33508178a1c205c8,4,,,2017-03-19 00:00:00,2017-03-19 11:34:31
2f10f558e5b9f55f75fb23559664e45e,682c57bc2cd98a0a198ef4e82e7c806d,5,,Eu recomendo para outras pessoas,2017-03-21 00:00:00,2017-03-24 18:15:55
34b9f09071315d7c1bdae6e185d8b96f,c02bcd4d35c9e36597256b02d86d33cd,4,,O produto foi entregue corretamente e dentro do prazo.,2017-03-21 00:00:00,2017-03-22 20:28:23
3d94fd645cdaacc8c9f0dc0a2a1f5166,4d483bf690ca21bdc005df9b623673c7,5,,boa,2017-03-21 00:00:00,2017-03-22 00:58:49
4723d32fbbe890ded24736644675e6bd,3e84398caa2b0be876731343bab75b06,5,,"Relógio lindo, veio com o visor que parece ser mais quadrado. Adorei",2017-03-21 00:00:00,2017-03-22 18:17:31
87a83744a58cdab510ee5acdb3ac3897,e6fd05b126cb5c89f360d14068a14e78,5,,,2017-03-21 00:00:00,2017-03-22 01:16:29
95b1fe438e68d39debfa7786047c19cb,0ee0bf166bf18f991a111ecfe817c951,5,,Previsão de entrega para 3/4 e entregaram dia 20/3. Excelente ! ,2017-03-21 00:00:00,2017-03-24 01:32:45
aeb746308047bc522b812469c0f21add,5039c86e0392fa512d40a377555e64c3,5,,,2017-03-21 00:00:00,2017-03-22 03:05:50
c5b6f59d3843664d7da279823c1536b8,b5b362ec945720b946181f08eb7bdd04,5,,,2017-03-21 00:00:00,2017-03-22 12:12:31
169d9772ff4ae4c507880095312a6a43,72bee274b97b852ee7741bfa0b924105,5,,,2017-03-22 00:00:00,2017-03-29 12:41:22
537127b3e68ffc68a56f11eac2a25aa9,ecc5a7a6cd9df305db7d2781708d6599,5,,,2017-03-22 00:00:00,2017-03-22 21:28:36
84ba54a5272098bb5ec04faf1ac653ec,3522a71840bea6bd1cd78ae529622ff4,5,,Chegou com atraso. Mas recomendo!,2017-03-22 00:00:00,2017-03-25 09:19:47
ceac6a5a1681d9c33e5cb0f564862d43,304d007435759582067e51e9f3c44cc1,4,,"Aprovei o pedido, super lindo o trabalho, chegada antes do prazo.ótima qualidade. Ameiii",2017-03-22 00:00:00,2017-03-22 10:40:03
0bd4dcc4f6c4621baf37f73495cad8c4,a11cd01ac67beef7e8bf09740d8a35c1,3,,Entrega no prazo,2017-03-23 00:00:00,2017-03-23 21:20:16
77b097b45e38a9e17aa2d5b90648e0ca,fe2893f4e6b71e79a7aec9c777744a16,5,,,2017-03-23 00:00:00,2017-03-23 23:05:48
ae88bf6c8d9b9a0856239c363c30fd49,a811f33c743a891f34de752bba733292,5,,,2017-03-23 00:00:00,2017-03-23 18:12:09
13cb954a1d65950b6df4aaad2f79b33a,1e9bf802b8192eb97af61fd92b586471,5,,,2017-03-24 00:00:00,2017-03-27 11:20:50
1d7f2e9619cb66a7560a25fec08f6b8d,28b33b3ff1e1ef5e83ff16ade701d262,4,,Chegou certinho antes prazo,2017-03-24 00:00:00,2017-03-27 17:17:49
3598c85334724b7185a89ff097f5ca69,4de6fae240d7acb7e1a830665d941ae2,5,,,2017-03-24 00:00:00,2017-03-24 22:56:27
89a03b426edfe3944d9eaf742e8ce9c9,85f8ffb0071e850ecba540ba938f32a9,5,,,2017-03-24 00:00:00,2017-03-24 12:53:17
406dcfcb8ac2401b4af4fd967b72f3ff,661d0bde7291e9a8761e0769cf4d954c,5,,Muito satisfeito o produto chegou 15 antes do previsto. Recomendo a todos. ,2017-03-25 00:00:00,2017-03-28 16:33:14
4524cdbe8c1df91de11c2b30ade4fe8c,05cb67bde9e73ef4ed72519d1497e006,4,,,2017-03-25 00:00:00,2017-03-27 11:48:34
dd5a37f1535502276fdbfe38a2d59c6d,b0b0d3285e59abf2f6c9d7e1bf761323,5,,Recebi o produto antecipadamente.,2017-03-25 00:00:00,2017-03-26 14:26:35
3038a3a1f984446e18e641f59750a9c4,a5da284831a584245b8ab3cbce6eea11,2,,,2017-03-26 00:00:00,2017-03-27 11:40:06
401f53d7a9fccb6384264b856266be95,6bfc71c2f11f45fc225b1e1476d0b6cd,1,,"Comprei uma maleta modelo Paris e veio uma maleta de um modelo diferente, comum que posso comprar em qualquer loja. Se pudesse não daria nenhuma estrela. Desrespeito.",2017-03-28 00:00:00,2017-03-30 00:13:11
5fb075436983d93a98fd0c51b4487ba7,b643582fcd5b151f498b5383a0195f33,5,,,2017-03-28 00:00:00,2017-03-30 17:40:16
7979cc72da13d98423425660f457f0aa,a994e6b51de39d9a263918e2b37c859e,5,,,2017-03-28 00:00:00,2017-04-09 14:25:24
8ea891563ff2e29222783cd691e9d0b8,d83706c29baf36eedf5e8adfb0da304e,5,,"Chegou mais rápido que o prazo previsto, fiquei muito feliz com isso. Ja estou usando o produto e gostei muito. Ja comprei outras vezes no baratheon e vou continuar comprando. Site de muita confiança! ",2017-03-28 00:00:00,2017-03-29 13:45:49
dbe93b6dee220a31e6c22c952e3fa587,9bad44921c98e1f220a667504bcffb9e,5,,"Excelente produto, e recebi antes do prazo.",2017-03-28 00:00:00,2017-03-31 16:55:17
3de6975314b0a966cbad30628f19814e,43e4d5ff99bd1ca2d1cecbbf81067f4d,5,,,2017-03-29 00:00:00,2017-04-01 22:25:48
a53178a3f7acc22a667685ad6472cf29,20c2a60238ac437bd325af95c7148e06,1,,"O produto não foi entregue, porém no site dos correios consta que foi entregue. Estou aguardando resposta.",2017-03-29 00:00:00,2017-04-01 16:37:39
1729ce533494945520314b40d1bd19dc,21fffc2b5c2da5c102a2faec84d352b8,5,,,2017-03-30 00:00:00,2017-03-31 11:40:26
17fb20863486c730c2d2f82cc94be495,2dafb4132a26189c56b5443762cba44e,5,,,2017-03-30 00:00:00,2017-04-01 20:07:25
9438c1bcc682a61aba9bf8e5491d6d46,3a17fd4120bf394dc3968c52f703fe07,4,,"boa negociação, material bom",2017-03-30 00:00:00,2017-04-03 19:35:19
4bdcd36fabde513d40439f8f5987f7cc,8219ae90c37589227838ee62848266ca,5,,,2017-03-31 00:00:00,2017-04-02 21:01:18
96311cd3e99b9cb0f4733eaf3401ec13,3ef3c976c86d9ea7e4758728a87732f0,3,,,2017-03-31 00:00:00,2017-04-02 21:07:47
b0b3419d7dfff97fee20e3f824558fbb,29124c072d8e7d7681a0bebfe267c67a,5,,,2017-03-31 00:00:00,2017-04-01 12:04:24
eff47394b6131fd851f083c821e4338d,33c011fdacf02b14181fcd81f4b5ece0,5,,,2017-03-31 00:00:00,2017-04-02 22:59:58
142e1d344c0c2a9aa38d642f8a472655,1d03ab3055cbeb857235ddc26b6fc88a,4,,,2017-04-01 00:00:00,2017-04-02 02:15:16
4a0e35f9773796556bb8c0b4fe5b8a21,a0f9594b2c2253769e88d55a77a469c6,5,,,2017-04-01 00:00:00,2017-04-04 01:41:44
9a6442db4a50c0bc2be71d4bdc997f4c,b22d306e18b3b665d49f2ce7d060742e,5,,,2017-04-01 00:00:00,2017-04-03 00:27:44
44e51c31e08570e0c3135c81bf82675e,b0cc2434ee3727e682222a0f745a5948,5,,,2017-04-04 00:00:00,2017-04-05 01:09:22
550becbb18123571c33b39347ab641e5,f18c6aa6a5d583e8ec36beaabb81d9a0,2,,"Produto nao é o que mostra, diz que tem 50watz de potencia mas é mentira..
Eu medi ...",2017-04-04 00:00:00,2017-04-04 17:12:38
02961f307c58fd16d942308f13ac88cd,2fb597c2f772eca01b1f5c561bf6cc7b,4,,,2017-04-05 00:00:00,2017-04-06 10:56:50
c4702c5b6b29734cbaafb4c96353b81f,a3bb66c7c27c79c21aeb788254e52626,5,,,2017-04-05 00:00:00,2017-04-06 15:53:42
f04e843965a7e654cdb69165e2e827de,b7a194de2e14ca9f41580f8c6eb13660,3,,,2017-04-06 00:00:00,2017-04-07 10:53:02
168ac1ef17957752c10ac03e98f0cc1f,a17fec30c4ce5a766edee3f4c7701c0f,5,,,2017-04-07 00:00:00,2017-04-07 21:39:08
def761fae4df2a68d21ca550c8cd7154,f1a96431843abf74cfdda6b6307971fa,5,,Otimo,2017-04-07 00:00:00,2017-04-09 21:59:37
e55758694f9ba2b0497c8bcae461a233,880835c91a5227560bdb8d0f45c60579,1,,,2017-04-07 00:00:00,2017-04-10 10:40:13
5364ea4a55e54b75592c6c81b018dd4e,3da82f366802e4512789763543d67ee2,5,,Muito bom comprar pela lannister.com,2017-04-08 00:00:00,2017-04-09 10:44:21
5916853314eeb9b570ce4c241aba1bdb,5df11955c9e776e57bf66071651f6db7,5,,,2017-04-08 00:00:00,2017-04-11 02:01:23
df1be289420f1f58f2eb0be37d79596c,16aaefde5d48ac55cb13be6353f9d415,5,,,2017-04-08 00:00:00,2017-04-11 01:15:48
